,Profile Name,Duration,Title,Country,Type,Hour,Day,Month,Year,Device Category,tconst,titleType,primaryTitle,genres,averageRating,numVotes
73410,Priya,0.3536111111111111,Schitt'S Creek,CA (Canada),TV Show,7,1,2,2021,Apple Mobile Devices,,,,,,
73411,Priya,0.1177777777777777,Schitt'S Creek,CA (Canada),TV Show,7,1,2,2021,Apple Mobile Devices,,,,,,
73412,Priya,0.2188888888888888,Schitt'S Creek,CA (Canada),TV Show,3,1,2,2021,Apple Mobile Devices,,,,,,
73413,Priya,0.0877777777777777,Schitt'S Creek,CA (Canada),TV Show,3,1,2,2021,Apple Mobile Devices,,,,,,
73414,Priya,0.2594444444444444,Schitt'S Creek,CA (Canada),TV Show,18,31,1,2021,Apple Mobile Devices,,,,,,
73415,Priya,0.3555555555555555,Schitt'S Creek,CA (Canada),TV Show,18,31,1,2021,Apple Mobile Devices,,,,,,
73416,Priya,0.1525,Schitt'S Creek,CA (Canada),TV Show,18,31,1,2021,Apple Mobile Devices,,,,,,
73417,Priya,0.2027777777777777,Schitt'S Creek,CA (Canada),TV Show,14,31,1,2021,Apple Mobile Devices,,,,,,
73418,Priya,0.3522222222222222,Schitt'S Creek,CA (Canada),TV Show,11,31,1,2021,Apple Mobile Devices,,,,,,
73419,Priya,0.1038888888888888,Schitt'S Creek,CA (Canada),TV Show,9,31,1,2021,Apple Mobile Devices,,,,,,
73420,Priya,0.2327777777777777,Schitt'S Creek,CA (Canada),TV Show,9,31,1,2021,Apple Mobile Devices,,,,,,
73421,Priya,0.3572222222222222,Schitt'S Creek,CA (Canada),TV Show,8,31,1,2021,Apple Mobile Devices,,,,,,
73422,Priya,0.2261111111111111,Schitt'S Creek,CA (Canada),TV Show,5,31,1,2021,Apple Mobile Devices,,,,,,
73423,Priya,0.1111111111111111,Schitt'S Creek,CA (Canada),TV Show,4,31,1,2021,Apple Mobile Devices,,,,,,
73424,Priya,0.1427777777777777,Schitt'S Creek,CA (Canada),TV Show,14,30,1,2021,Apple Mobile Devices,,,,,,
73425,Priya,0.1988888888888889,Schitt'S Creek,CA (Canada),TV Show,9,30,1,2021,Apple Mobile Devices,,,,,,
73426,Priya,0.3519444444444444,Schitt'S Creek,CA (Canada),TV Show,9,30,1,2021,Apple Mobile Devices,,,,,,
73427,Priya,0.1161111111111111,Schitt'S Creek,CA (Canada),TV Show,6,30,1,2021,Apple Mobile Devices,,,,,,
73428,Priya,0.2277777777777777,Schitt'S Creek,CA (Canada),TV Show,3,30,1,2021,Apple Mobile Devices,,,,,,
73429,Priya,0.2388888888888889,Schitt'S Creek,CA (Canada),TV Show,3,30,1,2021,Apple Mobile Devices,,,,,,
73430,Priya,0.1241666666666666,Schitt'S Creek,CA (Canada),TV Show,12,29,1,2021,Apple Mobile Devices,,,,,,
73431,Priya,0.0969444444444444,Schitt'S Creek,CA (Canada),TV Show,7,29,1,2021,Apple Mobile Devices,,,,,,
73432,Priya,0.1819444444444444,Schitt'S Creek,CA (Canada),TV Show,7,29,1,2021,Apple Mobile Devices,,,,,,
73433,Priya,0.3372222222222222,Schitt'S Creek,CA (Canada),TV Show,5,29,1,2021,Apple Mobile Devices,,,,,,
73434,Priya,0.1044444444444444,Schitt'S Creek,CA (Canada),TV Show,4,29,1,2021,Apple Mobile Devices,,,,,,
73435,Priya,0.2483333333333333,Schitt'S Creek,CA (Canada),TV Show,14,28,1,2021,Apple Mobile Devices,,,,,,
73436,Priya,0.2847222222222222,Schitt'S Creek,CA (Canada),TV Show,11,28,1,2021,Apple Mobile Devices,,,,,,
73437,Priya,0.3577777777777777,Schitt'S Creek,CA (Canada),TV Show,8,28,1,2021,Apple Mobile Devices,,,,,,
73438,Priya,0.1380555555555555,Schitt'S Creek,CA (Canada),TV Show,4,28,1,2021,Apple Mobile Devices,,,,,,
73439,Priya,0.0916666666666666,Schitt'S Creek,CA (Canada),TV Show,4,28,1,2021,Apple Mobile Devices,,,,,,
73440,Priya,0.1127777777777777,Schitt'S Creek,CA (Canada),TV Show,4,28,1,2021,Apple Mobile Devices,,,,,,
73441,Priya,0.2166666666666666,Schitt'S Creek,CA (Canada),TV Show,3,28,1,2021,Apple Mobile Devices,,,,,,
73442,Priya,0.1261111111111111,Schitt'S Creek,CA (Canada),TV Show,13,27,1,2021,Apple Mobile Devices,,,,,,
73443,Priya,0.3591666666666667,Schitt'S Creek,CA (Canada),TV Show,8,27,1,2021,Apple Mobile Devices,,,,,,
73444,Priya,0.1408333333333333,Schitt'S Creek,CA (Canada),TV Show,8,27,1,2021,Apple Mobile Devices,,,,,,
73445,Priya,0.1402777777777777,Schitt'S Creek,CA (Canada),TV Show,8,26,1,2021,Apple Mobile Devices,,,,,,
73446,Priya,0.3588888888888888,Schitt'S Creek,CA (Canada),TV Show,7,26,1,2021,Apple Mobile Devices,,,,,,
73447,Priya,0.2169444444444444,Schitt'S Creek,CA (Canada),TV Show,5,26,1,2021,Apple Mobile Devices,,,,,,
73448,Priya,0.3402777777777778,Schitt'S Creek,CA (Canada),TV Show,16,25,1,2021,Apple Mobile Devices,,,,,,
73449,Priya,0.3208333333333333,Schitt'S Creek,CA (Canada),TV Show,15,25,1,2021,Apple Mobile Devices,,,,,,
73450,Priya,0.2861111111111111,Schitt'S Creek,CA (Canada),TV Show,15,25,1,2021,Apple Mobile Devices,,,,,,
73451,Priya,0.1822222222222222,Schitt'S Creek,CA (Canada),TV Show,14,25,1,2021,Apple Mobile Devices,,,,,,
73452,Priya,0.1727777777777777,Schitt'S Creek,CA (Canada),TV Show,9,25,1,2021,Apple Mobile Devices,,,,,,
73453,Priya,0.3538888888888888,Schitt'S Creek,CA (Canada),TV Show,8,25,1,2021,Apple Mobile Devices,,,,,,
73454,Priya,0.3108333333333333,Schitt'S Creek,CA (Canada),TV Show,4,25,1,2021,Apple Mobile Devices,,,,,,
73455,Priya,0.3194444444444444,Schitt'S Creek,CA (Canada),TV Show,4,25,1,2021,Apple Mobile Devices,,,,,,
73456,Priya,0.1633333333333333,Schitt'S Creek,CA (Canada),TV Show,4,25,1,2021,Apple Mobile Devices,,,,,,
73457,Priya,0.0888888888888888,Schitt'S Creek,CA (Canada),TV Show,14,24,1,2021,Apple Mobile Devices,,,,,,
73458,Priya,0.1022222222222222,Schitt'S Creek,CA (Canada),TV Show,13,24,1,2021,Apple Mobile Devices,,,,,,
73600,Priya,0.4036111111111111,Ronny Chieng,TH (Thailand),TV Show,17,16,1,2021,Apple Mobile Devices,,,,,,
73601,Priya,0.6266666666666667,Ronny Chieng,TH (Thailand),TV Show,14,16,1,2021,Apple Mobile Devices,,,,,,
74416,Priya,0.0833333333333333,On The Basis Of Sex,JP (Japan),Movie,12,29,11,2020,Web Browsers,,,,,,
74437,Priya,1.1955555555555557,On The Basis Of Sex,JP (Japan),Movie,15,28,11,2020,Web Browsers,,,,,,
74438,Priya,0.6283333333333333,On The Basis Of Sex,JP (Japan),Movie,14,28,11,2020,Web Browsers,,,,,,
74449,Priya,1.065,The Queen'S Gambit,TH (Thailand),TV Show,13,27,11,2020,Web Browsers,,,,,,
74545,Priya,0.9088888888888887,The Queen'S Gambit,TH (Thailand),TV Show,13,24,11,2020,Web Browsers,,,,,,
74561,Priya,0.5880555555555556,The Queen'S Gambit,TH (Thailand),TV Show,13,23,11,2020,Web Browsers,,,,,,
74572,Priya,0.1233333333333333,The Queen'S Gambit,TH (Thailand),TV Show,16,22,11,2020,Web Browsers,,,,,,
74573,Priya,0.7633333333333333,The Queen'S Gambit,TH (Thailand),TV Show,15,22,11,2020,Web Browsers,,,,,,
74574,Priya,0.6841666666666667,The Queen'S Gambit,TH (Thailand),TV Show,14,22,11,2020,Web Browsers,,,,,,
74615,Priya,0.8727777777777778,The Queen'S Gambit,TH (Thailand),TV Show,16,20,11,2020,Web Browsers,,,,,,
74616,Priya,0.72,The Queen'S Gambit,TH (Thailand),TV Show,15,20,11,2020,Web Browsers,,,,,,
74896,Priya,0.8277777777777777,The Queen'S Gambit,TH (Thailand),TV Show,17,30,10,2020,Web Browsers,,,,,,
74897,Priya,0.5002777777777778,The Queen'S Gambit,TH (Thailand),TV Show,16,30,10,2020,Web Browsers,,,,,,
74898,Priya,0.7616666666666667,The Queen'S Gambit,TH (Thailand),TV Show,15,30,10,2020,Web Browsers,,,,,,
74899,Priya,0.7752777777777777,The Queen'S Gambit,TH (Thailand),TV Show,14,30,10,2020,Web Browsers,,,,,,
74900,Priya,0.1738888888888889,The Queen'S Gambit,TH (Thailand),TV Show,14,30,10,2020,Web Browsers,,,,,,
74922,Priya,0.4744444444444444,Crash Landing On You,TH (Thailand),TV Show,13,25,10,2020,Apple Mobile Devices,,,,,,
74923,Priya,0.8408333333333333,Crash Landing On You,TH (Thailand),TV Show,8,24,10,2020,Smart TVs,,,,,,
74924,Priya,0.5341666666666667,Crash Landing On You,TH (Thailand),TV Show,17,23,10,2020,Apple Mobile Devices,,,,,,
74963,Priya,0.2311111111111111,Rupaul’S Drag Race,TH (Thailand),TV Show,4,22,10,2020,Apple Mobile Devices,,,,,,
74964,Priya,0.35,Rupaul’S Drag Race,TH (Thailand),TV Show,13,21,10,2020,Apple Mobile Devices,,,,,,
74965,Priya,0.2272222222222222,Blackpink,TH (Thailand),TV Show,10,21,10,2020,Apple Mobile Devices,,,,,,
74966,Priya,0.6288888888888889,Blackpink,TH (Thailand),TV Show,16,20,10,2020,Apple Mobile Devices,,,,,,
74967,Priya,0.1327777777777777,Emily In Paris,TH (Thailand),TV Show,15,20,10,2020,Apple Mobile Devices,,,,,,
74968,Priya,0.2411111111111111,Emily In Paris,TH (Thailand),TV Show,13,20,10,2020,Apple Mobile Devices,,,,,,
74969,Priya,0.1552777777777777,Emily In Paris,TH (Thailand),TV Show,10,20,10,2020,Apple Mobile Devices,,,,,,
74970,Priya,0.3713888888888889,Emily In Paris,TH (Thailand),TV Show,7,20,10,2020,Web Browsers,,,,,,
74971,Priya,0.4544444444444444,Emily In Paris,TH (Thailand),TV Show,17,19,10,2020,Web Browsers,,,,,,
74972,Priya,0.4013888888888889,Emily In Paris,TH (Thailand),TV Show,16,19,10,2020,Web Browsers,,,,,,
74973,Priya,0.46,Emily In Paris,TH (Thailand),TV Show,16,19,10,2020,Web Browsers,,,,,,
74974,Priya,0.4269444444444444,Emily In Paris,TH (Thailand),TV Show,15,19,10,2020,Web Browsers,,,,,,
74975,Priya,0.3447222222222222,Emily In Paris,TH (Thailand),TV Show,15,19,10,2020,Web Browsers,,,,,,
74976,Priya,0.0880555555555555,Emily In Paris,TH (Thailand),TV Show,11,19,10,2020,Apple Mobile Devices,,,,,,
74977,Priya,0.4088888888888889,Emily In Paris,TH (Thailand),TV Show,11,19,10,2020,Apple Mobile Devices,,,,,,
74978,Priya,0.4127777777777778,Emily In Paris,TH (Thailand),TV Show,8,19,10,2020,Apple Mobile Devices,,,,,,
74979,Priya,0.4736111111111111,Emily In Paris,TH (Thailand),TV Show,8,19,10,2020,Apple Mobile Devices,,,,,,
74989,Priya,0.5597222222222222,Rupaul’S Drag Race,TH (Thailand),TV Show,5,18,10,2020,Apple Mobile Devices,,,,,,
74990,Priya,0.1030555555555555,Rupaul’S Drag Race,TH (Thailand),TV Show,8,17,10,2020,Apple Mobile Devices,,,,,,
74991,Priya,0.1947222222222222,Rupaul’S Drag Race,TH (Thailand),TV Show,19,16,10,2020,Apple Mobile Devices,,,,,,
74992,Priya,0.495,Rupaul’S Drag Race,TH (Thailand),TV Show,4,16,10,2020,Apple Mobile Devices,,,,,,
74993,Priya,0.3041666666666666,Rupaul’S Drag Race,TH (Thailand),TV Show,17,15,10,2020,Apple Mobile Devices,,,,,,
74994,Priya,0.5108333333333334,Rupaul’S Drag Race,TH (Thailand),TV Show,15,15,10,2020,Apple Mobile Devices,,,,,,
74995,Priya,0.6463888888888889,Rupaul’S Drag Race,TH (Thailand),TV Show,14,15,10,2020,Apple Mobile Devices,,,,,,
74996,Priya,0.1258333333333333,Rupaul’S Drag Race,TH (Thailand),TV Show,13,15,10,2020,Apple Mobile Devices,,,,,,
74997,Priya,0.1969444444444444,Rupaul’S Drag Race,TH (Thailand),TV Show,13,15,10,2020,Apple Mobile Devices,,,,,,
74998,Priya,0.6830555555555555,Rupaul’S Drag Race,TH (Thailand),TV Show,9,15,10,2020,Apple Mobile Devices,,,,,,
74999,Priya,0.2783333333333333,Rupaul’S Drag Race,TH (Thailand),TV Show,8,15,10,2020,Apple Mobile Devices,,,,,,
75000,Priya,0.3947222222222222,Rupaul’S Drag Race,TH (Thailand),TV Show,16,13,10,2020,Web Browsers,,,,,,
75001,Priya,0.8563888888888889,Rupaul’S Drag Race,TH (Thailand),TV Show,15,13,10,2020,Web Browsers,,,,,,
75260,Priya,0.4283333333333333,#Blackaf,TH (Thailand),TV Show,9,28,9,2020,Apple Mobile Devices,,,,,,
75261,Priya,0.5238888888888888,#Blackaf,TH (Thailand),TV Show,9,28,9,2020,Apple Mobile Devices,,,,,,
75262,Priya,0.1086111111111111,#Blackaf,TH (Thailand),TV Show,16,27,9,2020,Apple Mobile Devices,,,,,,
75263,Priya,0.1811111111111111,#Blackaf,TH (Thailand),TV Show,13,27,9,2020,Apple Mobile Devices,,,,,,
75264,Priya,0.2869444444444444,#Blackaf,TH (Thailand),TV Show,7,27,9,2020,Apple Mobile Devices,,,,,,
75265,Priya,0.1833333333333333,#Blackaf,TH (Thailand),TV Show,7,27,9,2020,Apple Mobile Devices,,,,,,
75266,Priya,0.1527777777777778,#Blackaf,TH (Thailand),TV Show,16,26,9,2020,Apple Mobile Devices,,,,,,
75267,Priya,0.4025,#Blackaf,TH (Thailand),TV Show,12,26,9,2020,Apple Mobile Devices,,,,,,
75268,Priya,0.5683333333333334,#Blackaf,TH (Thailand),TV Show,18,25,9,2020,Apple Mobile Devices,,,,,,
75269,Priya,0.5397222222222222,#Blackaf,TH (Thailand),TV Show,17,25,9,2020,Apple Mobile Devices,,,,,,
75270,Priya,0.36,#Blackaf,TH (Thailand),TV Show,17,25,9,2020,Apple Mobile Devices,,,,,,
75271,Priya,0.1777777777777777,#Blackaf,TH (Thailand),TV Show,16,25,9,2020,Apple Mobile Devices,,,,,,
75272,Priya,0.5602777777777778,#Blackaf,TH (Thailand),TV Show,14,25,9,2020,Apple Mobile Devices,,,,,,
75273,Priya,0.2602777777777778,Bojack Horseman,TH (Thailand),TV Show,13,24,9,2020,Apple Mobile Devices,,,,,,
75274,Priya,0.1013888888888888,Bojack Horseman,TH (Thailand),TV Show,5,24,9,2020,Apple Mobile Devices,,,,,,
75275,Priya,0.2477777777777778,Bojack Horseman,TH (Thailand),TV Show,4,24,9,2020,Apple Mobile Devices,,,,,,
75276,Priya,0.1636111111111111,Bojack Horseman,TH (Thailand),TV Show,12,22,9,2020,Web Browsers,,,,,,
75277,Priya,0.1875,Bojack Horseman,TH (Thailand),TV Show,12,22,9,2020,Web Browsers,,,,,,
75278,Priya,0.2283333333333333,Bojack Horseman,TH (Thailand),TV Show,4,22,9,2020,Web Browsers,,,,,,
75279,Priya,0.3794444444444444,Bojack Horseman,TH (Thailand),TV Show,8,21,9,2020,Web Browsers,,,,,,
75280,Priya,0.285,Ali Wong,TH (Thailand),TV Show,18,20,9,2020,Apple Mobile Devices,,,,,,
75285,Priya,0.1525,Sarah Silverman A Speck Of Dust,TH (Thailand),Movie,13,18,9,2020,Web Browsers,,,,,,
75286,Priya,0.9147222222222222,Sarah Silverman A Speck Of Dust,TH (Thailand),Movie,11,17,9,2020,Web Browsers,,,,,,
75314,Priya,0.6994444444444444,Ali Wong,TH (Thailand),TV Show,16,12,9,2020,Web Browsers,,,,,,
75321,Priya,0.4183333333333333,Jen Kirkman,TH (Thailand),TV Show,13,11,9,2020,Apple Mobile Devices,,,,,,
75322,Priya,0.41,Ali Wong,TH (Thailand),TV Show,13,11,9,2020,Apple Mobile Devices,,,,,,
75323,Priya,0.4397222222222222,Ali Wong,TH (Thailand),TV Show,11,11,9,2020,Apple Mobile Devices,,,,,,
75324,Priya,0.1483333333333333,Ali Wong,TH (Thailand),TV Show,11,11,9,2020,Apple Mobile Devices,,,,,,
75325,Priya,0.0886111111111111,Ali Wong,TH (Thailand),TV Show,2,10,9,2020,Apple Mobile Devices,,,,,,
75346,Priya,0.6105555555555555,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,15,30,8,2020,Web Browsers,,,,,,
75347,Priya,0.2611111111111111,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,14,30,8,2020,Web Browsers,,,,,,
75348,Priya,0.2097222222222222,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,14,30,8,2020,Web Browsers,,,,,,
75349,Priya,0.3852777777777778,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,13,30,8,2020,Web Browsers,,,,,,
75350,Priya,0.0955555555555555,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,13,30,8,2020,Web Browsers,,,,,,
75351,Priya,0.3902777777777778,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,13,30,8,2020,Web Browsers,,,,,,
75352,Priya,0.0894444444444444,Master Of None,GB (United Kingdom),TV Show,13,30,8,2020,Web Browsers,,,,,,
75353,Priya,0.6391666666666667,Master Of None,GB (United Kingdom),TV Show,7,30,8,2020,Web Browsers,,,,,,
75354,Priya,0.3163888888888889,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,16,28,8,2020,Web Browsers,,,,,,
75355,Priya,0.4427777777777777,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,16,28,8,2020,Web Browsers,,,,,,
75356,Priya,0.445,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,15,28,8,2020,Web Browsers,,,,,,
75357,Priya,0.6269444444444444,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,13,28,8,2020,Web Browsers,,,,,,
75358,Priya,0.5005555555555555,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,12,28,8,2020,Web Browsers,,,,,,
75359,Priya,0.1675,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,12,28,8,2020,Web Browsers,,,,,,
75360,Priya,0.4069444444444444,Zumbo'S Just Desserts,GB (United Kingdom),TV Show,14,27,8,2020,Web Browsers,,,,,,
75721,Priya,1.1366666666666667,Baahubali 2,GB (United Kingdom),TV Show,5,24,7,2020,Web Browsers,,,,,,
75722,Priya,0.4125,Baahubali 2,GB (United Kingdom),TV Show,4,24,7,2020,Web Browsers,,,,,,
75723,Priya,0.2138888888888888,Baahubali 2,GB (United Kingdom),TV Show,3,24,7,2020,Web Browsers,,,,,,
77282,Priya,0.6919444444444445,Harry Potter And The Prisoner Of Azkaban,ES (Spain),Movie,8,20,6,2020,Apple Mobile Devices,,,,,,
77284,Priya,1.0691666666666666,Harry Potter And The Prisoner Of Azkaban,ES (Spain),Movie,7,19,6,2020,Web Browsers,,,,,,
77285,Priya,1.4358333333333333,Harry Potter And The Order Of The Phoenix,CA (Canada),Movie,16,18,6,2020,Web Browsers,,,,,,
77286,Priya,0.6025,Harry Potter And The Prisoner Of Azkaban,ES (Spain),Movie,14,18,6,2020,Apple Mobile Devices,,,,,,
77287,Priya,0.6072222222222222,Harry Potter And The Chamber Of Secrets,ES (Spain),Movie,12,18,6,2020,Apple Mobile Devices,,,,,,
77288,Priya,0.3325,Harry Potter And The Chamber Of Secrets,ES (Spain),Movie,7,18,6,2020,Apple Mobile Devices,,,,,,
77289,Priya,0.7986111111111112,Harry Potter And The Chamber Of Secrets,ES (Spain),Movie,13,17,6,2020,Apple Mobile Devices,,,,,,
77290,Priya,0.7775,Harry Potter And The Chamber Of Secrets,ES (Spain),Movie,4,17,6,2020,Apple Mobile Devices,,,,,,
77291,Priya,0.5055555555555555,Harry Potter And The Goblet Of Fire,ES (Spain),Movie,17,16,6,2020,Apple Mobile Devices,,,,,,
77292,Priya,0.2197222222222222,Harry Potter And The Goblet Of Fire,ES (Spain),Movie,13,16,6,2020,Apple Mobile Devices,,,,,,
77293,Priya,0.5877777777777777,Harry Potter And The Goblet Of Fire,ES (Spain),Movie,7,16,6,2020,Apple Mobile Devices,,,,,,
77294,Priya,0.7491666666666666,Harry Potter And The Goblet Of Fire,ES (Spain),Movie,16,15,6,2020,Apple Mobile Devices,,,,,,
77295,Priya,0.2869444444444444,Harry Potter And The Goblet Of Fire,ES (Spain),Movie,15,15,6,2020,Apple Mobile Devices,,,,,,
77296,Priya,0.3297222222222222,Harry Potter And The Order Of The Phoenix,CA (Canada),Movie,8,15,6,2020,Web Browsers,,,,,,
77297,Priya,0.9297222222222222,Harry Potter And The Order Of The Phoenix,CA (Canada),Movie,7,15,6,2020,Web Browsers,,,,,,
77298,Priya,2.2472222222222222,Harry Potter And The Deathly Hallows,CA (Canada),TV Show,8,14,6,2020,Web Browsers,,,,,,
77300,Priya,1.808888888888889,Harry Potter And The Deathly Hallows,CA (Canada),TV Show,11,13,6,2020,Web Browsers,,,,,,
77301,Priya,0.5519444444444445,Harry Potter And The Order Of The Phoenix,CA (Canada),Movie,18,12,6,2020,Web Browsers,,,,,,
77302,Priya,0.1525,Harry Potter And The Order Of The Phoenix,CA (Canada),Movie,18,12,6,2020,Web Browsers,,,,,,
77456,Priya,0.21,Dead To Me,GB (United Kingdom),TV Show,15,31,5,2020,Web Browsers,,,,,,
77457,Priya,0.1911111111111111,Dead To Me,GB (United Kingdom),TV Show,15,31,5,2020,Web Browsers,,,,,,
77458,Priya,0.1922222222222222,Dead To Me,GB (United Kingdom),TV Show,14,31,5,2020,Web Browsers,,,,,,
77459,Priya,0.2683333333333333,Dead To Me,GB (United Kingdom),TV Show,14,31,5,2020,Web Browsers,,,,,,
77460,Priya,0.2975,Dead To Me,GB (United Kingdom),TV Show,14,31,5,2020,Web Browsers,,,,,,
77461,Priya,0.4325,Dead To Me,GB (United Kingdom),TV Show,13,31,5,2020,Web Browsers,,,,,,
77462,Priya,0.3858333333333333,Dead To Me,TH (Thailand),TV Show,4,31,5,2020,Apple Mobile Devices,,,,,,
77463,Priya,0.2769444444444444,Dead To Me,GB (United Kingdom),TV Show,14,30,5,2020,Web Browsers,,,,,,
77464,Priya,0.4311111111111111,Dead To Me,GB (United Kingdom),TV Show,14,30,5,2020,Web Browsers,,,,,,
77465,Priya,0.3897222222222222,Dead To Me,GB (United Kingdom),TV Show,13,30,5,2020,Web Browsers,,,,,,
78292,Priya,0.3069444444444444,Kiki’S Delivery Service,TH (Thailand),Movie,9,24,4,2020,Apple Mobile Devices,,,,,,
78293,Priya,1.4025,Kiki’S Delivery Service,TH (Thailand),Movie,15,23,4,2020,Web Browsers,,,,,,
78294,Priya,0.1597222222222222,Howl’S Moving Castle,TH (Thailand),Movie,10,22,4,2020,Web Browsers,,,,,,
78295,Priya,0.2666666666666666,Howl’S Moving Castle,TH (Thailand),Movie,16,21,4,2020,Web Browsers,,,,,,
78296,Priya,0.3041666666666666,Howl’S Moving Castle,TH (Thailand),Movie,13,21,4,2020,Web Browsers,,,,,,
78307,Priya,1.9216666666666664,Howl’S Moving Castle,TH (Thailand),Movie,15,17,4,2020,Web Browsers,,,,,,
78418,Priya,0.6547222222222222,The Great British Bake Off,GB (United Kingdom),TV Show,12,20,3,2020,Web Browsers,,,,,,
78419,Priya,0.2319444444444444,The Great British Bake Off,GB (United Kingdom),TV Show,7,20,3,2020,Web Browsers,,,,,,
78420,Priya,0.9722222222222222,The Great British Bake Off,GB (United Kingdom),TV Show,5,20,3,2020,Web Browsers,,,,,,
78421,Priya,0.8263888888888888,The Great British Bake Off,GB (United Kingdom),TV Show,0,17,3,2020,Web Browsers,,,,,,
78422,Priya,0.0841666666666666,The Chefs' Line,GB (United Kingdom),TV Show,22,16,3,2020,Web Browsers,,,,,,
78423,Priya,0.2358333333333333,The Chefs' Line,GB (United Kingdom),TV Show,21,16,3,2020,Web Browsers,,,,,,
78424,Priya,0.2733333333333333,The Chefs' Line,GB (United Kingdom),TV Show,21,16,3,2020,Web Browsers,,,,,,
78425,Priya,0.1958333333333333,The Chefs' Line,GB (United Kingdom),TV Show,15,16,3,2020,Web Browsers,,,,,,
78432,Priya,0.7469444444444444,Chef'S Table,GB (United Kingdom),TV Show,22,12,3,2020,Web Browsers,,,,,,
78474,Priya,0.2286111111111111,The Chefs' Line,GB (United Kingdom),TV Show,0,6,3,2020,Web Browsers,,,,,,
78475,Priya,0.2497222222222222,The Chefs' Line,GB (United Kingdom),TV Show,23,5,3,2020,Web Browsers,,,,,,
78476,Priya,0.2408333333333333,The Chefs' Line,GB (United Kingdom),TV Show,23,5,3,2020,Web Browsers,,,,,,
78477,Priya,0.2297222222222222,The Chefs' Line,GB (United Kingdom),TV Show,23,5,3,2020,Web Browsers,,,,,,
78478,Priya,0.3111111111111111,The Chefs' Line,GB (United Kingdom),TV Show,18,5,3,2020,Web Browsers,,,,,,
78479,Priya,0.3338888888888889,The Chefs' Line,GB (United Kingdom),TV Show,18,5,3,2020,Web Browsers,,,,,,
78480,Priya,0.3313888888888889,The Chefs' Line,GB (United Kingdom),TV Show,17,5,3,2020,Web Browsers,,,,,,
78481,Priya,0.1175,The Chefs' Line,GB (United Kingdom),TV Show,23,4,3,2020,Web Browsers,,,,,,
78482,Priya,0.2547222222222222,The Chefs' Line,GB (United Kingdom),TV Show,23,4,3,2020,Web Browsers,,,,,,
78483,Priya,0.3497222222222222,The Chefs' Line,GB (United Kingdom),TV Show,23,4,3,2020,Web Browsers,,,,,,
78484,Priya,0.1513888888888888,Chef'S Table,GB (United Kingdom),TV Show,21,27,2,2020,Web Browsers,,,,,,
78485,Priya,0.4638888888888889,Chef'S Table,GB (United Kingdom),TV Show,21,26,2,2020,Web Browsers,,,,,,
78486,Priya,0.7836111111111111,Chef'S Table,GB (United Kingdom),TV Show,18,16,2,2020,Web Browsers,,,,,,
78501,Priya,0.6097222222222223,Chef'S Table,GB (United Kingdom),TV Show,0,6,2,2020,Web Browsers,,,,,,
78502,Priya,0.1113888888888888,Chef'S Table,GB (United Kingdom),TV Show,0,6,2,2020,Web Browsers,,,,,,
78503,Priya,0.78,Chef'S Table,GB (United Kingdom),TV Show,22,5,2,2020,Web Browsers,,,,,,
78504,Priya,0.1605555555555555,Chef'S Table,GB (United Kingdom),TV Show,20,5,2,2020,Web Browsers,,,,,,
78505,Priya,0.2675,Chef'S Table,GB (United Kingdom),TV Show,19,5,2,2020,Web Browsers,,,,,,
78506,Priya,0.4669444444444444,Chef'S Table,GB (United Kingdom),TV Show,21,3,2,2020,Web Browsers,,,,,,
78507,Priya,0.175,The World'S Most Extraordinary Homes,GB (United Kingdom),TV Show,21,29,1,2020,Apple Mobile Devices,,,,,,
78508,Priya,0.5155555555555555,Chef'S Table,GB (United Kingdom),TV Show,23,28,1,2020,Web Browsers,,,,,,
78509,Priya,0.7111111111111111,Chef'S Table,GB (United Kingdom),TV Show,22,27,1,2020,Web Browsers,,,,,,
78510,Priya,0.3302777777777778,Chef'S Table,GB (United Kingdom),TV Show,21,27,1,2020,Web Browsers,,,,,,
78511,Priya,0.3066666666666666,Chef'S Table,GB (United Kingdom),TV Show,20,27,1,2020,Web Browsers,,,,,,
78552,Priya,0.2286111111111111,Patriot Act With Hasan Minhaj,GB (United Kingdom),TV Show,21,11,11,2019,Web Browsers,,,,,,
78562,Priya,0.215,Inside Bill'S Brain,GB (United Kingdom),TV Show,19,25,9,2019,Web Browsers,,,,,,
78563,Priya,0.0997222222222222,Inside Bill'S Brain,GB (United Kingdom),TV Show,17,25,9,2019,Apple Mobile Devices,,,,,,
78564,Priya,0.155,Inside Bill'S Brain,GB (United Kingdom),TV Show,15,25,9,2019,Apple Mobile Devices,,,,,,
78565,Priya,0.6558333333333334,The Wolf Of Wall Street,TH (Thailand),Movie,18,17,9,2019,Web Browsers,,,,,,
